year,state,month,month_name,unemployment,date,region,division
2011,Arkansas,1,January,8.5,2011-01-01,South,West South Central
2010,Arkansas,12,December,8.4,2010-12-01,South,West South Central
2010,Arkansas,11,November,8.3,2010-11-01,South,West South Central
2010,Arkansas,10,October,8.3,2010-10-01,South,West South Central
2010,Arkansas,9,September,8.2,2010-09-01,South,West South Central
2010,Arkansas,8,August,8.1,2010-08-01,South,West South Central
2010,Arkansas,7,July,8.1,2010-07-01,South,West South Central
2010,Arkansas,6,June,8.1,2010-06-01,South,West South Central
2010,Arkansas,5,May,8.1,2010-05-01,South,West South Central
2010,Arkansas,4,April,8.1,2010-04-01,South,West South Central
2010,Arkansas,3,March,8.2,2010-03-01,South,West South Central
2010,Arkansas,2,February,8.2,2010-02-01,South,West South Central
2010,Arkansas,1,January,8.2,2010-01-01,South,West South Central
2009,Arkansas,12,December,8.2,2009-12-01,South,West South Central
2009,Arkansas,11,November,8.1,2009-11-01,South,West South Central
2009,Arkansas,10,October,8,2009-10-01,South,West South Central
2009,Arkansas,9,September,8,2009-09-01,South,West South Central
2009,Arkansas,8,August,8,2009-08-01,South,West South Central
2009,Arkansas,7,July,7.9,2009-07-01,South,West South Central
2009,Arkansas,6,June,7.9,2009-06-01,South,West South Central
2009,Arkansas,5,May,7.9,2009-05-01,South,West South Central
2009,Arkansas,4,April,7.8,2009-04-01,South,West South Central
2009,Arkansas,3,March,7.6,2009-03-01,South,West South Central
2009,Arkansas,2,February,7.4,2009-02-01,South,West South Central
2009,Arkansas,1,January,7.1,2009-01-01,South,West South Central
2008,Arkansas,12,December,6.8,2008-12-01,South,West South Central
2008,Arkansas,11,November,6.4,2008-11-01,South,West South Central
2008,Arkansas,10,October,6.1,2008-10-01,South,West South Central
2008,Arkansas,9,September,5.8,2008-09-01,South,West South Central
2008,Arkansas,8,August,5.5,2008-08-01,South,West South Central
2008,Arkansas,7,July,5.3,2008-07-01,South,West South Central
2008,Arkansas,6,June,5.2,2008-06-01,South,West South Central
2008,Arkansas,5,May,5,2008-05-01,South,West South Central
2008,Arkansas,4,April,5,2008-04-01,South,West South Central
2008,Arkansas,3,March,4.9,2008-03-01,South,West South Central
2008,Arkansas,2,February,5,2008-02-01,South,West South Central
2008,Arkansas,1,January,5,2008-01-01,South,West South Central
2007,Arkansas,12,December,5.1,2007-12-01,South,West South Central
2007,Arkansas,11,November,5.3,2007-11-01,South,West South Central
2007,Arkansas,10,October,5.4,2007-10-01,South,West South Central
2007,Arkansas,9,September,5.4,2007-09-01,South,West South Central
2007,Arkansas,8,August,5.4,2007-08-01,South,West South Central
2007,Arkansas,7,July,5.4,2007-07-01,South,West South Central
2007,Arkansas,6,June,5.4,2007-06-01,South,West South Central
2007,Arkansas,5,May,5.3,2007-05-01,South,West South Central
2007,Arkansas,4,April,5.3,2007-04-01,South,West South Central
2007,Arkansas,3,March,5.2,2007-03-01,South,West South Central
2007,Arkansas,2,February,5.2,2007-02-01,South,West South Central
2007,Arkansas,1,January,5.2,2007-01-01,South,West South Central
2006,Arkansas,12,December,5.2,2006-12-01,South,West South Central
2006,Arkansas,11,November,5.2,2006-11-01,South,West South Central
2006,Arkansas,10,October,5.3,2006-10-01,South,West South Central
2006,Arkansas,9,September,5.3,2006-09-01,South,West South Central
2006,Arkansas,8,August,5.3,2006-08-01,South,West South Central
2006,Arkansas,7,July,5.2,2006-07-01,South,West South Central
2006,Arkansas,6,June,5.2,2006-06-01,South,West South Central
2006,Arkansas,5,May,5.2,2006-05-01,South,West South Central
2006,Arkansas,4,April,5.1,2006-04-01,South,West South Central
2006,Arkansas,3,March,5.1,2006-03-01,South,West South Central
2006,Arkansas,2,February,5,2006-02-01,South,West South Central
2006,Arkansas,1,January,5,2006-01-01,South,West South Central
2016,California,12,December,5.3,2016-12-01,West,Pacific
2016,California,11,November,5.4,2016-11-01,West,Pacific
2016,California,10,October,5.4,2016-10-01,West,Pacific
2016,California,9,September,5.4,2016-09-01,West,Pacific
2016,California,8,August,5.4,2016-08-01,West,Pacific
2016,California,7,July,5.5,2016-07-01,West,Pacific
2016,California,6,June,5.5,2016-06-01,West,Pacific
2016,California,5,May,5.5,2016-05-01,West,Pacific
2016,California,4,April,5.5,2016-04-01,West,Pacific
2016,California,3,March,5.6,2016-03-01,West,Pacific
2016,California,2,February,5.6,2016-02-01,West,Pacific
2016,California,1,January,5.7,2016-01-01,West,Pacific
2015,California,12,December,5.7,2015-12-01,West,Pacific
2015,California,11,November,5.7,2015-11-01,West,Pacific
2015,California,10,October,5.8,2015-10-01,West,Pacific
2015,California,9,September,5.9,2015-09-01,West,Pacific
2015,California,8,August,6,2015-08-01,West,Pacific
2015,California,7,July,6.1,2015-07-01,West,Pacific
2015,California,6,June,6.2,2015-06-01,West,Pacific
2015,California,5,May,6.4,2015-05-01,West,Pacific
2015,California,4,April,6.5,2015-04-01,West,Pacific
2015,California,3,March,6.6,2015-03-01,West,Pacific
2015,California,2,February,6.7,2015-02-01,West,Pacific
2015,California,1,January,6.8,2015-01-01,West,Pacific
2014,California,12,December,6.9,2014-12-01,West,Pacific
2014,California,11,November,7,2014-11-01,West,Pacific
2014,California,10,October,7.1,2014-10-01,West,Pacific
2014,California,9,September,7.2,2014-09-01,West,Pacific
2014,California,8,August,7.3,2014-08-01,West,Pacific
2014,California,7,July,7.4,2014-07-01,West,Pacific
2014,California,6,June,7.5,2014-06-01,West,Pacific
2014,California,5,May,7.7,2014-05-01,West,Pacific
2014,California,4,April,7.8,2014-04-01,West,Pacific
2014,California,3,March,7.9,2014-03-01,West,Pacific
2014,California,2,February,8,2014-02-01,West,Pacific
2014,California,1,January,8.2,2014-01-01,West,Pacific
2013,California,12,December,8.3,2013-12-01,West,Pacific
2013,California,11,November,8.4,2013-11-01,West,Pacific
2013,California,10,October,8.6,2013-10-01,West,Pacific
2013,California,9,September,8.7,2013-09-01,West,Pacific
2013,California,8,August,8.8,2013-08-01,West,Pacific
2013,California,7,July,8.9,2013-07-01,West,Pacific
2013,California,6,June,9,2013-06-01,West,Pacific
2013,California,5,May,9.1,2013-05-01,West,Pacific
2013,California,4,April,9.2,2013-04-01,West,Pacific
2013,California,3,March,9.3,2013-03-01,West,Pacific
2013,California,2,February,9.4,2013-02-01,West,Pacific
2013,California,1,January,9.6,2013-01-01,West,Pacific
2012,California,12,December,9.7,2012-12-01,West,Pacific
2012,California,11,November,9.8,2012-11-01,West,Pacific
2012,California,10,October,9.9,2012-10-01,West,Pacific
2012,California,9,September,10,2012-09-01,West,Pacific
2012,California,8,August,10.2,2012-08-01,West,Pacific
2012,California,7,July,10.4,2012-07-01,West,Pacific
2012,California,6,June,10.5,2012-06-01,West,Pacific
2012,California,5,May,10.6,2012-05-01,West,Pacific
2012,California,4,April,10.7,2012-04-01,West,Pacific
2012,California,3,March,10.8,2012-03-01,West,Pacific
2012,California,2,February,10.9,2012-02-01,West,Pacific
2012,California,1,January,11,2012-01-01,West,Pacific
2011,California,12,December,11.2,2011-12-01,West,Pacific
2011,California,11,November,11.3,2011-11-01,West,Pacific
2011,California,10,October,11.5,2011-10-01,West,Pacific
2011,California,9,September,11.6,2011-09-01,West,Pacific
2011,California,8,August,11.7,2011-08-01,West,Pacific
2011,California,7,July,11.8,2011-07-01,West,Pacific
2011,California,6,June,11.8,2011-06-01,West,Pacific
2011,California,5,May,11.8,2011-05-01,West,Pacific
2011,California,4,April,11.8,2011-04-01,West,Pacific
2011,California,3,March,11.9,2011-03-01,West,Pacific
2011,California,2,February,12,2011-02-01,West,Pacific
2011,California,1,January,12.1,2011-01-01,West,Pacific
2010,California,12,December,12.2,2010-12-01,West,Pacific
2010,California,11,November,12.3,2010-11-01,West,Pacific
2010,California,10,October,12.3,2010-10-01,West,Pacific
2010,California,9,September,12.2,2010-09-01,West,Pacific
2010,California,8,August,12.2,2010-08-01,West,Pacific
2010,California,7,July,12.2,2010-07-01,West,Pacific
2010,California,6,June,12.2,2010-06-01,West,Pacific
2010,California,5,May,12.2,2010-05-01,West,Pacific
2010,California,4,April,12.2,2010-04-01,West,Pacific
2010,California,3,March,12.3,2010-03-01,West,Pacific
2010,California,2,February,12.2,2010-02-01,West,Pacific
2010,California,1,January,12.2,2010-01-01,West,Pacific
2009,California,12,December,12.1,2009-12-01,West,Pacific
2009,California,11,November,11.9,2009-11-01,West,Pacific
2009,California,10,October,11.8,2009-10-01,West,Pacific
2009,California,9,September,11.7,2009-09-01,West,Pacific
2009,California,8,August,11.5,2009-08-01,West,Pacific
2009,California,7,July,11.4,2009-07-01,West,Pacific
2009,California,6,June,11.2,2009-06-01,West,Pacific
2009,California,5,May,11,2009-05-01,West,Pacific
2009,California,4,April,10.8,2009-04-01,West,Pacific
2009,California,3,March,10.5,2009-03-01,West,Pacific
2009,California,2,February,10.1,2009-02-01,West,Pacific
2009,California,1,January,9.7,2009-01-01,West,Pacific
2008,California,12,December,9.2,2008-12-01,West,Pacific
2008,California,11,November,8.7,2008-11-01,West,Pacific
2008,California,10,October,8.3,2008-10-01,West,Pacific
2008,California,9,September,7.9,2008-09-01,West,Pacific
2008,California,8,August,7.6,2008-08-01,West,Pacific
2008,California,7,July,7.3,2008-07-01,West,Pacific
2008,California,6,June,7,2008-06-01,West,Pacific
2008,California,5,May,6.7,2008-05-01,West,Pacific
2008,California,4,April,6.5,2008-04-01,West,Pacific
2008,California,3,March,6.2,2008-03-01,West,Pacific
2008,California,2,February,6.1,2008-02-01,West,Pacific
2008,California,1,January,6,2008-01-01,West,Pacific
2007,California,12,December,5.9,2007-12-01,West,Pacific
2007,California,11,November,5.8,2007-11-01,West,Pacific
2007,California,10,October,5.7,2007-10-01,West,Pacific
2007,California,9,September,5.6,2007-09-01,West,Pacific
2007,California,8,August,5.5,2007-08-01,West,Pacific
2007,California,7,July,5.4,2007-07-01,West,Pacific
2007,California,6,June,5.3,2007-06-01,West,Pacific
2007,California,5,May,5.2,2007-05-01,West,Pacific
2007,California,4,April,5.1,2007-04-01,West,Pacific
2007,California,3,March,5.1,2007-03-01,West,Pacific
2007,California,2,February,5,2007-02-01,West,Pacific
2007,California,1,January,4.9,2007-01-01,West,Pacific
2006,California,12,December,4.9,2006-12-01,West,Pacific
2006,California,11,November,4.9,2006-11-01,West,Pacific
2006,California,10,October,4.9,2006-10-01,West,Pacific
2006,California,9,September,4.9,2006-09-01,West,Pacific
2006,California,8,August,4.9,2006-08-01,West,Pacific
2006,California,7,July,4.9,2006-07-01,West,Pacific
2006,California,6,June,4.9,2006-06-01,West,Pacific
2006,California,5,May,4.9,2006-05-01,West,Pacific
2006,California,4,April,4.9,2006-04-01,West,Pacific
2006,California,3,March,4.9,2006-03-01,West,Pacific
2006,California,2,February,5,2006-02-01,West,Pacific
2006,California,1,January,5,2006-01-01,West,Pacific
2016,Colorado,12,December,2.9,2016-12-01,West,Mountain
2016,Colorado,11,November,3,2016-11-01,West,Mountain
2016,Colorado,10,October,3.1,2016-10-01,West,Mountain
2016,Colorado,9,September,3.2,2016-09-01,West,Mountain
2016,Colorado,8,August,3.3,2016-08-01,West,Mountain
2016,Colorado,7,July,3.3,2016-07-01,West,Mountain
2016,Colorado,6,June,3.4,2016-06-01,West,Mountain
2016,Colorado,5,May,3.4,2016-05-01,West,Mountain
2016,Colorado,4,April,3.4,2016-04-01,West,Mountain
2016,Colorado,3,March,3.4,2016-03-01,West,Mountain
2016,Colorado,2,February,3.4,2016-02-01,West,Mountain
2016,Colorado,1,January,3.5,2016-01-01,West,Mountain
2015,Colorado,12,December,3.5,2015-12-01,West,Mountain
2015,Colorado,11,November,3.5,2015-11-01,West,Mountain
2015,Colorado,10,October,3.6,2015-10-01,West,Mountain
2015,Colorado,9,September,3.7,2015-09-01,West,Mountain
2015,Colorado,8,August,3.7,2015-08-01,West,Mountain
2015,Colorado,7,July,3.8,2015-07-01,West,Mountain
2015,Colorado,6,June,3.9,2015-06-01,West,Mountain
2015,Colorado,5,May,4,2015-05-01,West,Mountain
2015,Colorado,4,April,4.1,2015-04-01,West,Mountain
2015,Colorado,3,March,4.2,2015-03-01,West,Mountain
2015,Colorado,2,February,4.2,2015-02-01,West,Mountain
2015,Colorado,1,January,4.3,2015-01-01,West,Mountain
2014,Colorado,12,December,4.3,2014-12-01,West,Mountain
2014,Colorado,11,November,4.4,2014-11-01,West,Mountain
2014,Colorado,10,October,4.4,2014-10-01,West,Mountain
2014,Colorado,9,September,4.5,2014-09-01,West,Mountain
2014,Colorado,8,August,4.6,2014-08-01,West,Mountain
2014,Colorado,7,July,4.8,2014-07-01,West,Mountain
2014,Colorado,6,June,5,2014-06-01,West,Mountain
2014,Colorado,5,May,5.2,2014-05-01,West,Mountain
2014,Colorado,4,April,5.4,2014-04-01,West,Mountain
2014,Colorado,3,March,5.6,2014-03-01,West,Mountain
2014,Colorado,2,February,5.8,2014-02-01,West,Mountain
2014,Colorado,1,January,6,2014-01-01,West,Mountain
2013,Colorado,12,December,6.1,2013-12-01,West,Mountain
2013,Colorado,11,November,6.3,2013-11-01,West,Mountain
2013,Colorado,10,October,6.4,2013-10-01,West,Mountain
2013,Colorado,9,September,6.6,2013-09-01,West,Mountain
2013,Colorado,8,August,6.8,2013-08-01,West,Mountain
2013,Colorado,7,July,6.9,2013-07-01,West,Mountain
2013,Colorado,6,June,7,2013-06-01,West,Mountain
2013,Colorado,5,May,7.1,2013-05-01,West,Mountain
2013,Colorado,4,April,7.1,2013-04-01,West,Mountain
2013,Colorado,3,March,7.2,2013-03-01,West,Mountain
2013,Colorado,2,February,7.3,2013-02-01,West,Mountain
2013,Colorado,1,January,7.4,2013-01-01,West,Mountain
2012,Colorado,12,December,7.5,2012-12-01,West,Mountain
2012,Colorado,11,November,7.6,2012-11-01,West,Mountain
2012,Colorado,10,October,7.7,2012-10-01,West,Mountain
2012,Colorado,9,September,7.7,2012-09-01,West,Mountain
2012,Colorado,8,August,7.8,2012-08-01,West,Mountain
2012,Colorado,7,July,7.9,2012-07-01,West,Mountain
2012,Colorado,6,June,8,2012-06-01,West,Mountain
2012,Colorado,5,May,8,2012-05-01,West,Mountain
2012,Colorado,4,April,8.1,2012-04-01,West,Mountain
2012,Colorado,3,March,8.1,2012-03-01,West,Mountain
2012,Colorado,2,February,8.1,2012-02-01,West,Mountain
2012,Colorado,1,January,8.2,2012-01-01,West,Mountain
2011,Colorado,12,December,8.2,2011-12-01,West,Mountain
2011,Colorado,11,November,8.2,2011-11-01,West,Mountain
2011,Colorado,10,October,8.2,2011-10-01,West,Mountain
2011,Colorado,9,September,8.2,2011-09-01,West,Mountain
2011,Colorado,8,August,8.2,2011-08-01,West,Mountain
2011,Colorado,7,July,8.3,2011-07-01,West,Mountain
2011,Colorado,6,June,8.3,2011-06-01,West,Mountain
2011,Colorado,5,May,8.3,2011-05-01,West,Mountain
2011,Colorado,4,April,8.4,2011-04-01,West,Mountain
2011,Colorado,3,March,8.5,2011-03-01,West,Mountain
2011,Colorado,2,February,8.7,2011-02-01,West,Mountain
2011,Colorado,1,January,8.8,2011-01-01,West,Mountain
2010,Colorado,12,December,8.9,2010-12-01,West,Mountain
2010,Colorado,11,November,8.9,2010-11-01,West,Mountain
2010,Colorado,10,October,8.9,2010-10-01,West,Mountain
2010,Colorado,9,September,8.9,2010-09-01,West,Mountain
2010,Colorado,8,August,8.8,2010-08-01,West,Mountain
2010,Colorado,7,July,8.8,2010-07-01,West,Mountain
2010,Colorado,6,June,8.7,2010-06-01,West,Mountain
2010,Colorado,5,May,8.7,2010-05-01,West,Mountain
2010,Colorado,4,April,8.7,2010-04-01,West,Mountain
2010,Colorado,3,March,8.6,2010-03-01,West,Mountain
2010,Colorado,2,February,8.5,2010-02-01,West,Mountain
2010,Colorado,1,January,8.3,2010-01-01,West,Mountain
2009,Colorado,12,December,8.2,2009-12-01,West,Mountain
2009,Colorado,11,November,8,2009-11-01,West,Mountain
2009,Colorado,10,October,7.8,2009-10-01,West,Mountain
2009,Colorado,9,September,7.7,2009-09-01,West,Mountain
2009,Colorado,8,August,7.6,2009-08-01,West,Mountain
2009,Colorado,7,July,7.5,2009-07-01,West,Mountain
2009,Colorado,6,June,7.4,2009-06-01,West,Mountain
2009,Colorado,5,May,7.2,2009-05-01,West,Mountain
2009,Colorado,4,April,7,2009-04-01,West,Mountain
2009,Colorado,3,March,6.7,2009-03-01,West,Mountain
2009,Colorado,2,February,6.4,2009-02-01,West,Mountain
2009,Colorado,1,January,6.1,2009-01-01,West,Mountain
2008,Colorado,12,December,5.9,2008-12-01,West,Mountain
2008,Colorado,11,November,5.6,2008-11-01,West,Mountain
2008,Colorado,10,October,5.4,2008-10-01,West,Mountain
2008,Colorado,9,September,5.2,2008-09-01,West,Mountain
2008,Colorado,8,August,5,2008-08-01,West,Mountain
2008,Colorado,7,July,4.9,2008-07-01,West,Mountain
2008,Colorado,6,June,4.7,2008-06-01,West,Mountain
2008,Colorado,5,May,4.5,2008-05-01,West,Mountain
2008,Colorado,4,April,4.4,2008-04-01,West,Mountain
2008,Colorado,3,March,4.3,2008-03-01,West,Mountain
2008,Colorado,2,February,4.2,2008-02-01,West,Mountain
2008,Colorado,1,January,4.1,2008-01-01,West,Mountain
2007,Colorado,12,December,4.1,2007-12-01,West,Mountain
2007,Colorado,11,November,4,2007-11-01,West,Mountain
2007,Colorado,10,October,3.9,2007-10-01,West,Mountain
2007,Colorado,9,September,3.8,2007-09-01,West,Mountain
2007,Colorado,8,August,3.7,2007-08-01,West,Mountain
2007,Colorado,7,July,3.6,2007-07-01,West,Mountain
2007,Colorado,6,June,3.6,2007-06-01,West,Mountain
2007,Colorado,5,May,3.5,2007-05-01,West,Mountain
2007,Colorado,4,April,3.5,2007-04-01,West,Mountain
2007,Colorado,3,March,3.6,2007-03-01,West,Mountain
2007,Colorado,2,February,3.7,2007-02-01,West,Mountain
2007,Colorado,1,January,3.7,2007-01-01,West,Mountain
2006,Colorado,12,December,3.8,2006-12-01,West,Mountain
2006,Colorado,11,November,3.9,2006-11-01,West,Mountain
2006,Colorado,10,October,4.1,2006-10-01,West,Mountain
2006,Colorado,9,September,4.2,2006-09-01,West,Mountain
2006,Colorado,8,August,4.3,2006-08-01,West,Mountain
2006,Colorado,7,July,4.4,2006-07-01,West,Mountain
2006,Colorado,6,June,4.4,2006-06-01,West,Mountain
2006,Colorado,5,May,4.4,2006-05-01,West,Mountain
2006,Colorado,4,April,4.5,2006-04-01,West,Mountain
2006,Colorado,3,March,4.5,2006-03-01,West,Mountain
2006,Colorado,2,February,4.6,2006-02-01,West,Mountain
2006,Colorado,1,January,4.6,2006-01-01,West,Mountain
2016,Connecticut,12,December,4.9,2016-12-01,Northeast,New England
2016,Connecticut,11,November,4.9,2016-11-01,Northeast,New England
2016,Connecticut,10,October,4.9,2016-10-01,Northeast,New England
2016,Connecticut,9,September,5,2016-09-01,Northeast,New England
2016,Connecticut,8,August,5,2016-08-01,Northeast,New England
2016,Connecticut,7,July,5.1,2016-07-01,Northeast,New England
2016,Connecticut,6,June,5.2,2016-06-01,Northeast,New England
2016,Connecticut,5,May,5.3,2016-05-01,Northeast,New England
2016,Connecticut,4,April,5.3,2016-04-01,Northeast,New England
2016,Connecticut,3,March,5.4,2016-03-01,Northeast,New England
2016,Connecticut,2,February,5.5,2016-02-01,Northeast,New England
2016,Connecticut,1,January,5.5,2016-01-01,Northeast,New England
2015,Connecticut,12,December,5.6,2015-12-01,Northeast,New England
2015,Connecticut,11,November,5.6,2015-11-01,Northeast,New England
2015,Connecticut,10,October,5.6,2015-10-01,Northeast,New England
2015,Connecticut,9,September,5.6,2015-09-01,Northeast,New England
2015,Connecticut,8,August,5.6,2015-08-01,Northeast,New England
2015,Connecticut,7,July,5.6,2015-07-01,Northeast,New England
2015,Connecticut,6,June,5.7,2015-06-01,Northeast,New England
